frameNo,frameName,chapterNo,chapterName
16,"Kirke, utdanning og forskning",5310,Statens lånekasse for utdanning
16,"Kirke, utdanning og forskning",5610,Renter av lån til Nofima AS
16,"Kirke, utdanning og forskning",5617,Renter fra Statens lånekasse for utdanning
17,Transport og kommunikasjon,456,Direktoratet for nødkommunikasjon
17,Transport og kommunikasjon,1062,Kystverket
17,Transport og kommunikasjon,1070,Samfunnet Jan Mayen og Loran-C
17,Transport og kommunikasjon,1300,Samferdselsdepartementet
17,Transport og kommunikasjon,1301,Forskning og utvikling mv.
17,Transport og kommunikasjon,1310,Flytransport
17,Transport og kommunikasjon,1311,Tilskudd til regionale flyplasser
17,Transport og kommunikasjon,1313,Luftfartstilsynet
17,Transport og kommunikasjon,1314,Statens havarikommisjon for transport
17,Transport og kommunikasjon,1320,Statens vegvesen
17,Transport og kommunikasjon,1330,Særskilte transporttiltak
17,Transport og kommunikasjon,1350,Jernbaneverket
17,Transport og kommunikasjon,1351,Persontransport med tog
17,Transport og kommunikasjon,1354,Statens jernbanetilsyn
17,Transport og kommunikasjon,1370,Posttjenester
17,Transport og kommunikasjon,1380,Post- og teletilsynet
17,Transport og kommunikasjon,1561,IKT-politikk
17,Transport og kommunikasjon,1562,Internasjonalt IKT-samarbeid og utviklingsprogram
17,Transport og kommunikasjon,3456,Direktoratet for nødkommunikasjon
17,Transport og kommunikasjon,4062,Kystverket
17,Transport og kommunikasjon,4070,Samfunnet Jan Mayen og Loran-C
17,Transport og kommunikasjon,4300,Samferdselsdepartementet
17,Transport og kommunikasjon,4312,Oslo Lufthavn AS
17,Transport og kommunikasjon,4313,Luftfartstilsynet
17,Transport og kommunikasjon,4320,Statens vegvesen
17,Transport og kommunikasjon,4322,Svinesundsforbindelsen AS
17,Transport og kommunikasjon,4350,Jernbaneverket
17,Transport og kommunikasjon,4354,Statens jernbanetilsyn
17,Transport og kommunikasjon,4380,Post- og teletilsynet
17,Transport og kommunikasjon,5619,Renter av lån til Oslo Lufthavn AS
17,Transport og kommunikasjon,5624,Renter av Svinesundsforbindelsen AS
18,Rammeoverføringer til kommunesektoren mv.,571,Rammetilskudd til kommuner
18,Rammeoverføringer til kommunesektoren mv.,572,Rammetilskudd til fylkeskommuner
18,Rammeoverføringer til kommunesektoren mv.,575,Ressurskrevende tjenester
19,Tilfeldige utgifter og inntekter,5309,Tilfeldige inntekter
20,Finansadministrasjonen,1600,Finansdepartementet
20,Finansadministrasjonen,1602,Finanstilsynet
20,Finansadministrasjonen,1605,Direktoratet for økonomistyring
20,Finansadministrasjonen,1608,Tiltak for å styrke statlig økonomi- og prosjektstyring
20,Finansadministrasjonen,1610,Toll- og avgiftsetaten
20,Finansadministrasjonen,1618,Skatteetaten
20,Finansadministrasjonen,1620,Statistisk sentralbyrå
20,Finansadministrasjonen,1632,Kompensasjon for merverdiavgift
20,Finansadministrasjonen,1634,Statens innkrevingssentral
20,Finansadministrasjonen,1638,Kjøp av klimakvoter
20,Finansadministrasjonen,1645,Statens finansfond
20,Finansadministrasjonen,1650,"Statsgjeld, renter mv."
20,Finansadministrasjonen,4600,Finansdepartementet
20,Finansadministrasjonen,4602,Finanstilsynet
20,Finansadministrasjonen,4605,Direktoratet for økonomistyring
20,Finansadministrasjonen,4610,Toll- og avgiftsetaten
20,Finansadministrasjonen,4618,Skatteetaten
20,Finansadministrasjonen,4620,Statistisk sentralbyrå
20,Finansadministrasjonen,4634,Statens innkrevingssentral
20,Finansadministrasjonen,4638,Salg av klimakvoter
21,"Skatter, avgifter og toll",5501,Skatter på formue og inntekt
21,"Skatter, avgifter og toll",5506,Avgift av arv og gaver
21,"Skatter, avgifter og toll",5507,Skatt og avgift på utvinning av petroleum
21,"Skatter, avgifter og toll",5508,Avgift på utslipp av CO2 i petroleumsvirksomhet på kontinentalsokkelen
21,"Skatter, avgifter og toll",5509,Avgift på utslipp av NOx i petroleumsvirksomheten på kontinentalsokkelen
21,"Skatter, avgifter og toll",5511,Tollinntekter
21,"Skatter, avgifter og toll",5521,Merverdiavgift
21,"Skatter, avgifter og toll",5526,Avgift på alkohol
21,"Skatter, avgifter og toll",5531,Avgift på tobakkvarer mv.
21,"Skatter, avgifter og toll",5536,Avgift på motorvogner mv.
21,"Skatter, avgifter og toll",5537,Avgifter på båter mv.
21,"Skatter, avgifter og toll",5538,Veibruksavgift på drivstoff
21,"Skatter, avgifter og toll",5541,Avgift på elektrisk kraft
21,"Skatter, avgifter og toll",5542,Avgift på mineralolje mv.
21,"Skatter, avgifter og toll",5543,Miljøavgift på mineralske produkter mv.
21,"Skatter, avgifter og toll",5546,Avgift på sluttbehandling av avfall
21,"Skatter, avgifter og toll",5547,Avgift på helse- og miljøskadelige kjemikalier
21,"Skatter, avgifter og toll",5548,Miljøavgift på visse klimagasser
21,"Skatter, avgifter og toll",5549,Avgift på utslipp av NOx
21,"Skatter, avgifter og toll",5550,Miljøavgift på plantevernmiddel
21,"Skatter, avgifter og toll",5551,Avgift knyttet til mineralvirksomhet
21,"Skatter, avgifter og toll",5555,Avgift på sjokolade- og sukkervarer mv.
21,"Skatter, avgifter og toll",5556,Avgift på alkoholfrie drikkevarer mv.
21,"Skatter, avgifter og toll",5557,Avgift på sukker mv.
21,"Skatter, avgifter og toll",5559,Avgift på drikkevareemballasje
21,"Skatter, avgifter og toll",5565,Dokumentavgift
21,"Skatter, avgifter og toll",5568,Sektoravgifter under Kulturdepartementet
21,"Skatter, avgifter og toll",5571,Sektoravgifter under Arbeidsdepartementet
21,"Skatter, avgifter og toll",5572,Sektoravgifter under Helse- og omsorgsdepartementet
21,"Skatter, avgifter og toll",5574,Sektoravgifter under Nærings- og handelsdepartementet
21,"Skatter, avgifter og toll",5575,Sektoravgifter under Fiskeri- og kystdepartementet
21,"Skatter, avgifter og toll",5576,Sektoravgifter under Landbruks- og matdepartementet
21,"Skatter, avgifter og toll",5578,Sektoravgifter under Miljøverndepartementet
21,"Skatter, avgifter og toll",5580,Sektoravgifter under Finansdepartementet
21,"Skatter, avgifter og toll",5582,Sektoravgifter under Olje- og energidepartementet
21,"Skatter, avgifter og toll",5583,Særskilte avgifter mv. i bruk av frekvenser
21,"Skatter, avgifter og toll",5700,Folketrygdens inntekter
22,Utbytte mv.,5611,Aksjer i NSB AS
22,Utbytte mv.,5616,Kommunalbanken AS
22,Utbytte mv.,5618,Aksjer i Posten Norge AS
22,Utbytte mv.,5622,Aksjer i Avinor AS
22,Utbytte mv.,5625,Renter og utbytte fra Innovasjon Norge
22,Utbytte mv.,5631,Aksjer i AS Vinmonopolet
22,Utbytte mv.,5651,Aksjer i selskaper under Landbruks- og matdepartementet
22,Utbytte mv.,5652,Statskog SF – renter og utbytte
22,Utbytte mv.,5656,Aksjer i selskaper under NHDs forvaltning
22,Utbytte mv.,5685,Aksjer i Statoil ASA
22,Utbytte mv.,5692,Utbytte av statens kapital i Den nordiske investeringsbank
22,Utbytte mv.,5693,Utbytte av aksjer i diverse selskaper mv.
